,curr_iteration,loss,viol,best_loss,temp,accept,move_gen,move_type,move_target,move_dur,elapsed,retry
250,50,-8.44859478771,0,,0.284733477814,True,propose_reinit_pose,ReinitPoseMove,,0.00953000003938,6.07647347002,0.0
251,51,-7.76253896358,0,,0.271634468681,True,propose_addition,Addition,,0.175783262996,6.25244492805,1.0
252,52,-7.83121139484,0,,0.259138072354,True,propose_reinit_pose,ReinitPoseMove,,0.00978405599017,6.262346901,0.0
253,53,-7.3755361777,0,,0.247216565959,True,propose_relation_plane_change,RelationPlaneChange,,0.0542107460205,6.31667305605,1.0
254,54,-7.31966574193,0,,0.235843501996,True,propose_reinit_pose,ReinitPoseMove,,0.00822813302511,6.32501598704,0.0
255,55,-7.3718336402,0,,0.22499364967,True,propose_addition,Addition,,0.157596992969,6.48271466902,1.0
256,56,-7.3718336402,0,,0.214642938912,False,propose_addition,Addition,,0.589744317986,7.07257896703,3.0
257,57,-7.3718336402,0,,0.204768406985,False,propose_addition,Addition,,0.164938226982,7.23767372803,0.0
258,58,-7.3718336402,0,,0.195348147541,False,propose_addition,Addition,,0.0688310040277,7.30665123201,0.0
259,59,-7.3718336402,0,,0.186361262021,False,propose_addition,Addition,,0.274320446013,7.581117397,2.0
260,60,-7.26864477683,0,,0.177787813292,True,propose_relation_plane_change,RelationPlaneChange,,0.0402227340383,7.62149066204,0.0
261,61,-7.152536739,0,,0.16960878142,True,propose_relation_plane_change,RelationPlaneChange,,0.0871116550406,7.70873820101,2.0
262,62,-7.152536739,0,,0.161806021471,False,propose_addition,Addition,,0.0710855990183,7.77993915201,0.0
263,63,-7.152536739,0,,0.154362223258,,propose_rotate,,,0.000403094978537,7.78055361105,
264,64,-7.152536739,0,,0.147260872943,False,propose_translate,TranslateMove,,0.010019511974,7.79068459902,0.0
265,65,-7.33512782862,0,,0.140486216396,True,propose_reinit_pose,ReinitPoseMove,,0.0090892459848,7.79987962305,0.0
266,66,-7.33512782862,0,,0.134023224247,False,propose_translate,TranslateMove,,0.00787778501399,7.80785007001,0.0
267,67,-7.33512782862,0,,0.127857558544,False,propose_addition,Addition,,0.0735486720223,7.881496566,0.0
268,68,-7.33512782862,0,,0.121975540947,False,propose_addition,Addition,,0.0757676329813,7.957415902,0.0
269,69,-7.307402422,0,,0.116364122377,True,propose_translate,TranslateMove,,0.00863795500482,7.966200797,0.0
270,70,-7.307402422,0,,0.111010854073,False,propose_translate,TranslateMove,,0.0109929629834,7.97730595403,0.0
271,71,-7.39282562063,0,,0.105903859972,True,propose_relation_plane_change,RelationPlaneChange,,0.0557140290039,8.03315409401,1.0
272,72,-7.39282562063,0,,0.101031810364,False,propose_translate,TranslateMove,,0.0129170779837,8.04617745802,2.0
273,73,-7.39282562063,0,,0.0963838967539,,propose_resample,,,0.00024184997892,8.04652326205,
274,74,-7.46267942542,0,,0.0919498078874,True,propose_deletion,Deletion,,0.0953214700567,8.14191096404,0.0
275,75,-7.46267942542,0,,0.0877197068729,False,propose_addition,Addition,,0.197742071992,8.33981632604,1.0
276,76,-7.46267942542,0,,0.0836842093601,False,propose_addition,Addition,,0.36489720305,8.70486450003,3.0
277,77,-7.46267942542,0,,0.0798343627205,False,propose_addition,Addition,,0.0805644880165,8.78557958204,0.0
278,78,-7.46267942542,0,,0.0761616261864,False,propose_reinit_pose,ReinitPoseMove,,0.0105876710149,8.79632107302,0.0
279,79,-7.51485926204,0,,0.0726578519035,True,propose_relation_plane_change,RelationPlaneChange,,0.0084410859854,8.80487531202,0.0
280,80,-7.51485926204,0,,0.0693152668552,False,propose_addition,Addition,,0.187344647013,8.99232067703,0.0
281,81,-7.56277754061,0,,0.0661264556181,True,propose_relation_plane_change,RelationPlaneChange,,0.113750446995,9.106260648,0.0
282,82,-7.56277754061,0,,0.0630843439115,False,propose_reinit_pose,ReinitPoseMove,,0.0112477040384,9.11763671605,0.0
283,83,-7.61960865075,0,,0.0601821829032,True,propose_translate,TranslateMove,,0.00916114996653,9.12691004202,1.0
284,84,-7.61960865075,0,,0.0574135342371,False,propose_reinit_pose,ReinitPoseMove,,0.00918860902311,9.13620194403,0.0
285,85,-7.61960865075,0,,0.0547722557505,False,propose_addition,Addition,,0.0871202709968,9.22341968201,0.0
286,86,-7.74378547173,0,,0.0522524878474,True,propose_deletion,Deletion,,0.104029383045,9.32761048101,0.0
287,87,-7.74378547173,0,,0.0498486404993,False,propose_addition,Addition,,0.18064677401,9.508413959,0.0
288,88,-7.85225168993,0,,0.0475553808439,True,propose_addition,Addition,,0.156432834978,9.66499906901,0.0
289,89,-7.85225168993,0,,0.0453676213546,False,propose_reinit_pose,ReinitPoseMove,,0.0548300759983,9.71995842201,1.0
290,90,-7.86783829914,0,,0.0432805085533,True,propose_translate,TranslateMove,,0.00766842695884,9.72774517402,0.0
291,91,-7.86783829914,0,,0.0412894122439,,propose_rotate,,,0.000179335009307,9.72802632605,
292,92,-7.86783829914,0,,0.0393899152397,False,propose_addition,Addition,,0.0790916350088,9.80718274903,0.0
293,93,-7.86783829914,0,,0.0375778035644,False,propose_relation_plane_change,RelationPlaneChange,,0.0494659590186,9.85680138704,1.0
294,94,-7.93319979179,0,,0.0358490571033,True,propose_relation_plane_change,RelationPlaneChange,,0.00864328996977,9.86556195305,0.0
295,95,-7.93319979179,0,,0.0341998406851,False,propose_addition,Addition,,0.407447445963,10.27311104,2.0
296,96,-7.93319979179,0,,0.0326264955733,False,propose_relation_plane_change,RelationPlaneChange,,0.128148785967,10.401422026,0.0
297,97,-7.93319979179,0,,0.0311255313495,,propose_resample,,,0.000239802000578,10.40179323,
298,98,-7.96941681177,0,,0.0296936181703,True,propose_translate,TranslateMove,,0.00686204398517,10.408721005,0.0
299,99,-7.96941681177,0,,0.0283275793799,False,propose_translate,TranslateMove,,0.00757826404879,10.416403197,0.0
300,100,-7.96941681177,0,,0.0270243844628,False,propose_relation_plane_change,RelationPlaneChange,,0.00895117101027,10.425456669,0.0
301,101,-7.96941681177,0,,0.0257811423206,False,propose_addition,Addition,,0.406850331987,10.832475952,2.0
302,102,-7.98882512494,0,,0.0245950948585,True,propose_translate,TranslateMove,,0.103222084988,10.935869678,0.0
303,103,-7.98882512494,0,,0.0234636108663,False,propose_addition,Addition,,0.0808611440007,11.016867033,0.0
304,104,-7.98882512494,0,,0.0223841801811,False,propose_addition,Addition,,0.186548816971,11.203564278,0.0
305,105,-7.98882512494,0,,0.0213544081189,False,propose_addition,Addition,,0.289077297028,11.492797545,1.0
306,106,-7.98882512494,0,,0.0203720101615,False,propose_translate,TranslateMove,,0.0980624170043,11.591016915,0.0
307,107,-8.01083100376,0,,0.0194348068891,True,propose_relation_plane_change,RelationPlaneChange,,0.0156108079827,11.606761916,0.0
308,108,-8.01083100376,0,,0.0185407191447,,propose_rotate,,,0.000186204968486,11.607055975,
309,109,-8.01083100376,0,,0.0176877634217,False,propose_addition,Addition,,0.17126049404,11.778383988,1.0
310,110,-8.01083100376,0,,0.0168740474639,False,propose_addition,Addition,,0.0851032380015,11.863638404,0.0
311,111,-8.01523699056,0,,0.0160977660672,True,propose_relation_plane_change,RelationPlaneChange,,0.00971977197332,11.8735015671,0.0
312,112,-8.01523699056,0,,0.0153571970749,False,propose_translate,TranslateMove,,0.00731272698613,11.880918053,0.0
313,113,-8.02842471326,0,,0.0146506975572,True,propose_translate,TranslateMove,,0.00687402603216,11.887899219,0.0
314,114,-7.98807528033,0,,0.0139767001664,True,propose_reinit_pose,ReinitPoseMove,,0.0120739460108,11.9000674131,0.0
315,115,-7.98807528033,0,,0.0133337096598,False,propose_reinit_pose,ReinitPoseMove,,0.00833084696205,11.90848755,0.0
316,116,-7.98807528033,0,,0.0127202995826,False,propose_addition,Addition,,0.070779539994,11.979359772,0.0
317,117,-7.98807528033,0,,0.0121351091031,False,propose_addition,Addition,,0.177360147994,12.156898817,0.0
318,118,-7.98807528033,0,,0.011576839994,False,propose_reinit_pose,ReinitPoseMove,,0.100162205985,12.257219893,0.0
319,119,-7.98807528033,0,,0.0110442537524,False,propose_addition,Addition,,0.324292943988,12.581661535,1.0
320,120,-7.98807528033,0,,0.0105361688518,False,propose_addition,Addition,,0.690857195994,13.272698982,3.0
321,121,-7.99085856847,0,,0.0100514581213,True,propose_translate,TranslateMove,,0.117822878005,13.390725196,0.0
322,122,-7.99085856847,0,,0.00958904624493,False,propose_reinit_pose,ReinitPoseMove,,0.0153603610233,13.406227654,0.0
323,123,-7.99085856847,0,,0.00914790737601,,propose_rotate,,,0.000342603016179,13.406779586,
324,124,-7.99085856847,0,,0.00872706286138,,propose_resample,,,0.000329733011313,13.4072197111,
325,125,-7.99085856847,0,,0.00832557907026,False,propose_addition,Addition,,0.199947308982,13.607272859,0.0
326,126,-7.99085856847,0,,0.00794256532309,False,propose_addition,Addition,,0.183461770997,13.790904399,0.0
327,127,-7.99085856847,0,,0.0075771719155,False,propose_relation_plane_change,RelationPlaneChange,,0.140431558015,13.931531823,1.0
328,128,-7.99085856847,0,,0.00722858823335,False,propose_addition,Addition,,0.173000677023,14.1046849201,1.0
329,129,-7.99085856847,0,,0.00689604095434,False,propose_addition,Addition,,0.532415458001,14.637274145,3.0
330,130,-7.99085856847,0,,0.00657879233243,False,propose_reinit_pose,ReinitPoseMove,,0.104324537038,14.7417510391,0.0
331,131,-7.99085856847,0,,0.00627613856122,,propose_rotate,,,0.000206411001272,14.7420845981,
332,132,-7.99085856847,0,,0.00598740821252,False,propose_addition,Addition,,0.100627287989,14.842779819,0.0
333,133,-7.99085856847,0,,0.00571196074682,False,propose_relation_plane_change,RelationPlaneChange,,0.0124342420022,14.85545413,0.0
334,134,-7.99085856847,0,,0.00544918509232,False,propose_translate,TranslateMove,,0.00723319902318,14.8627938,0.0
335,135,-7.99085856847,0,,0.00519849828919,False,propose_addition,Addition,,0.184724249004,15.047696191,1.0
336,136,-7.99085856847,0,,0.00495934419641,False,propose_addition,Addition,,0.192085051967,15.23999019,0.0
337,137,-7.99085856847,0,,0.00473119225789,False,propose_addition,Addition,,0.417885108036,15.658049154,1.0
338,138,-7.99201600855,0,,0.00451353632549,True,propose_translate,TranslateMove,,0.0080217490322,15.666249005,0.0
339,139,-7.99201600855,0,,0.00430589353615,,propose_rotate,,,0.000177068985067,15.6665386281,
340,140,-7.99201600855,0,,0.00410780324065,False,propose_relation_plane_change,RelationPlaneChange,,0.0107896870468,15.67739214,0.0
341,141,-7.99201600855,0,,0.0039188259817,False,propose_addition,Addition,,0.200183766952,15.877787044,0.0
342,142,-8.03284425072,0,,0.003738542519,True,propose_reinit_pose,ReinitPoseMove,,0.118774655974,15.996728813,0.0
343,143,-8.03284425072,0,,0.00356655289917,False,propose_addition,Addition,,0.23430785496,16.231174725,0.0
344,144,-8.03392986901,0,,0.00340247556847,True,propose_translate,TranslateMove,,0.107588560029,16.339059419,0.0
345,145,-8.03961604867,0,,0.00324594652632,True,propose_translate,TranslateMove,,0.00811180996243,16.347323921,0.0
346,146,-8.03961604867,0,,0.00309661851782,False,propose_addition,Addition,,0.203003384988,16.55044517,0.0
347,147,-8.03961604867,0,,0.00295416026332,False,propose_reinit_pose,ReinitPoseMove,,0.112839464971,16.663458001,0.0
348,148,-8.03961604867,0,,0.00281825572351,False,propose_addition,Addition,,0.231609367009,16.895213801,0.0
349,149,-8.03961604867,0,,0.0026886033983,False,propose_reinit_pose,ReinitPoseMove,,0.117460003996,17.0128494111,0.0
350,150,-8.03961604867,0,,0.00256491565796,False,propose_addition,Addition,,0.192430817988,17.205422485,1.0
351,151,-8.03961604867,0,,0.00244691810499,False,propose_addition,Addition,,0.20698634797,17.412753487,0.0
352,152,-8.04246493306,0,,0.00233434896541,True,propose_translate,TranslateMove,,0.107066355005,17.51999169,0.0
353,153,-8.04246493306,0,,0.00222695850801,False,propose_addition,Addition,,0.547219967993,18.067346446,2.0
354,154,-8.04349140261,0,,0.00212450849033,True,propose_translate,TranslateMove,,0.103813280002,18.171319956,0.0
355,155,-8.04349140261,0,,0.00202677163012,False,propose_addition,Addition,,0.191473973042,18.3629253141,0.0
356,156,-8.04349140261,0,,0.00193353110112,False,propose_reinit_pose,ReinitPoseMove,,0.116051374993,18.479147133,0.0
357,157,-8.04349140261,0,,0.00184458005206,,propose_rotate,,,0.000209568999708,18.4794830841,
358,158,-8.04349140261,0,,0.00175972114775,False,propose_relation_plane_change,RelationPlaneChange,,0.0430184069555,18.52256589,1.0
359,159,-8.04349140261,0,,0.00167876613127,False,propose_reinit_pose,ReinitPoseMove,,0.0379318100167,18.560606893,0.0
360,160,-8.03977232248,0,,0.0016015354064,True,propose_translate,TranslateMove,,0.00693086301908,18.567659865,0.0
361,161,-8.03977232248,0,,0.00152785763912,False,propose_addition,Addition,,0.0843674709904,18.652149762,0.0
362,162,-8.03977232248,0,,0.00145756937754,False,propose_addition,Addition,,0.196269000007,18.848582939,0.0
363,163,-8.03883734501,0,,0.00139051468929,True,propose_translate,TranslateMove,,0.0978835010319,18.946626454,0.0
364,164,-8.03883734501,0,,0.00132654481558,False,propose_reinit_pose,ReinitPoseMove,,0.010693550983,18.957515455,0.0
365,165,-8.04221574854,0,,0.0012655178412,True,propose_reinit_pose,ReinitPoseMove,,0.0118457210483,18.96945788,0.0
366,166,-8.04221574854,0,,0.00120729837966,False,propose_addition,Addition,,0.16945199098,19.139001412,1.0
367,167,-8.05291385349,0,,0.00115175727286,True,propose_reinit_pose,ReinitPoseMove,,0.0159580949694,19.155135572,0.0
368,168,-8.05291385349,0,,0.00109877130453,False,propose_addition,Addition,,0.186087949027,19.341342113,0.0
369,169,-8.0567425562,0,,0.00104822292693,True,propose_translate,TranslateMove,,0.0996659029624,19.441161162,0.0
370,170,-8.0567425562,0,,0.001,False,propose_addition,Addition,,0.326174861984,19.767465818,1.0
371,171,-8.0567425562,0,,0.001,False,propose_translate,TranslateMove,,0.108763087017,19.876396029,0.0
372,172,-8.0567425562,0,,0.001,False,propose_addition,Addition,,0.206927713996,20.08346588,0.0
373,173,-8.0567425562,0,,0.001,False,propose_reinit_pose,ReinitPoseMove,,0.13675101503,20.220383224,0.0
374,174,-8.05737191401,0,,0.001,True,propose_translate,TranslateMove,,0.0076661510393,20.228206559,0.0
375,175,-8.05929331619,0,,0.001,True,propose_translate,TranslateMove,,0.00712384900544,20.235447766,0.0
376,176,-8.05900246722,0,,0.001,True,propose_translate,TranslateMove,,0.00862411601702,20.244174346,0.0
377,177,-8.05900246722,0,,0.001,False,propose_relation_plane_change,RelationPlaneChange,,0.010953223973,20.255230016,0.0
378,178,-8.05900246722,0,,0.001,,propose_rotate,,,0.000188631005585,20.25551977,
379,179,-8.05900246722,0,,0.001,False,propose_translate,TranslateMove,,0.00928922195453,20.264871268,0.0
380,180,-8.06060844128,0,,0.001,True,propose_translate,TranslateMove,,0.0110602119821,20.276044493,0.0
381,181,-8.11809165405,0,,0.001,True,propose_relation_plane_change,RelationPlaneChange,,0.198063241958,20.474231655,1.0
382,182,-8.11809165405,0,,0.001,False,propose_translate,TranslateMove,,0.00779366097413,20.482155561,0.0
383,183,-8.11808752492,0,,0.001,True,propose_translate,TranslateMove,,0.00748302502325,20.489851021,0.0
384,184,-8.11819782689,0,,0.001,True,propose_translate,TranslateMove,,0.00705307698809,20.497031302,0.0
385,185,-8.11819782689,0,,0.001,,propose_rotate,,,0.000178099027835,20.497331685,
386,186,-8.11862725226,0,,0.001,True,propose_translate,TranslateMove,,0.00698981195455,20.504384866,0.0
387,187,-8.11862725226,0,,0.001,False,propose_reinit_pose,ReinitPoseMove,,0.0221479249885,20.526647316,0.0
388,188,-8.11862725226,0,,0.001,False,propose_reinit_pose,ReinitPoseMove,,0.0454487899551,20.572230314,0.0
389,189,-8.12099047675,0,,0.001,True,propose_translate,TranslateMove,,0.00759114604443,20.579955693,0.0
390,190,-8.12099047675,0,,0.001,False,propose_relation_plane_change,RelationPlaneChange,,0.00942911597667,20.58950323,0.0
391,191,-8.12415969896,0,,0.001,True,propose_translate,TranslateMove,,0.00707781995879,20.596702785,0.0
392,192,-8.1294675348,0,,0.001,True,propose_translate,TranslateMove,,0.00692457397236,20.60373845,0.0
393,193,-8.1294675348,0,,0.001,,propose_rotate,,,0.000181076000445,20.60402766,
394,194,-8.12940810068,0,,0.001,True,propose_translate,TranslateMove,,0.00689497601707,20.610986879,0.0
395,195,-8.13036848783,0,,0.001,True,propose_translate,TranslateMove,,0.00721510802396,20.618326293,0.0
396,196,-8.1302991789,0,,0.001,True,propose_translate,TranslateMove,,0.0072155270027,20.625663587,0.0
397,197,-8.1302991789,0,,0.001,False,propose_reinit_pose,ReinitPoseMove,,0.0320411440334,20.657832596,0.0
398,198,-8.13269159696,0,,0.001,True,propose_translate,TranslateMove,,0.00657343701459,20.664586,0.0
399,199,-8.13269159696,0,,0.001,False,propose_translate,TranslateMove,,0.00739878701279,20.672095447,0.0
